id,street,status,previous_jobs_count,amount_due,lat,lng
4830,298 California Vis,active,2,2450,33.53112872,-111.9002631
4831,138 Wall Way,collected,2,2450,33.36718036,-112.291805
4832,562 Post Trl,collected,2,2451,33.41086879,-112.0636189
4833,596 Geary St,in_progress,2,2451,33.54442887,-112.1585911
4834,654 Walnut Blvd,collected,3,2451,33.57275962,-112.2396829
4835,191 Mission Vis,collected,3,2451,33.41902333,-112.0545712
4836,453 Post Blvd,in_progress,3,2452,33.41929363,-111.9225393
4837,468 8th Ave,active,2,2452,33.55427146,-111.948414
4838,516 Bush Wl,active,2,2453,33.5686192,-112.1560123
4839,145 9th Blvd,collected,3,2453,33.44989498,-111.8840687
4840,44 Turk Pl,collected,2,2453,33.42868931,-112.2641014
4841,242 3rd Ave,active,3,2453,33.50846216,-112.0957273
4842,605 9th Way,collected,2,2453,33.57555038,-112.0583644
4843,387 Mission Trl,collected,3,2453,33.430723,-112.0989148
4844,358 2nd Pl,in_progress,3,2453,33.38916917,-112.0878872
4845,258 2nd Pl,active,2,2453,33.56073655,-112.0380351
4846,72 9th Rd,in_progress,2,2454,33.36275906,-111.9405041
4847,297 9th Vis,in_progress,2,2454,33.4889121,-112.2150591
4848,52 Turk Pl,collected,3,2454,33.56769306,-111.9113411
4849,455 Indiana Trl,active,1,2454,33.40047055,-112.3360746
4850,329 Walnut Trl,in_progress,2,2455,33.41799752,-112.115734
4851,774 Sutter Pl,collected,1,2455,33.39320707,-111.9188057
4852,596 9th Vis,active,2,2455,33.40494261,-112.2651078
4853,23 4th Rd,collected,2,2456,33.51050558,-112.338766
4854,38 9th Rd,in_progress,2,2456,33.46986684,-112.2008686
4855,702 7th Rd,collected,1,2456,33.56249446,-112.1879825
4856,719 Page Cir,collected,2,2456,33.57342334,-112.0107629
4857,407 Walnut Pl,active,1,2456,33.59144269,-112.2550476
4858,573 Walnut Way,collected,1,2457,33.46988249,-112.3497498
4859,437 2nd Vis,in_progress,1,2458,33.56323252,-112.2141164
4860,156 Wall Cir,collected,1,2458,33.44304099,-112.3091381
4861,255 Sutter Vis,collected,2,2458,33.45746374,-111.8881787
4862,751 Mission Pl,collected,3,2458,33.52715795,-112.139414
4863,659 Bush Dv,in_progress,1,2459,33.54511669,-112.3111245
4864,206 9th St,in_progress,3,2459,33.49108691,-112.0154351
4865,650 9th Way,collected,3,2459,33.39348285,-112.0714655
4866,327 Sutter Ave,collected,1,2460,33.36700472,-112.0633419
4867,249 California St,in_progress,2,2460,33.43292759,-112.3406773
4868,73 1st Trl,collected,3,2461,33.56231301,-112.27618
4869,761 California St,active,1,2461,33.55954901,-112.1397607
4870,92 Wall Trl,in_progress,3,2461,33.58829733,-112.0708799
4871,547 Franklin Vis,active,3,2461,33.43900091,-112.0627648
4872,553 6th Pl,active,3,2462,33.36877938,-112.0716744
4873,250 Texas Wl,active,3,2462,33.47973029,-112.2021755
4874,676 Geary Vis,active,3,2462,33.52947353,-112.0473616
4875,605 7th Trl,active,3,2462,33.3953684,-111.923176
4876,582 7th Way,in_progress,3,2463,33.41601808,-112.0713953
4877,673 Post Dv,active,2,2463,33.39858426,-112.2653026
4878,520 8th Dv,in_progress,2,2463,33.37918335,-112.3035416
4879,457 9th St,in_progress,2,2463,33.55036592,-112.0071852
4880,774 California Cir,active,1,2464,33.47901827,-111.8984539
4881,86 Texas Blvd,collected,1,2464,33.38244361,-112.1531662
4882,173 Post Wl,active,3,2464,33.52484323,-112.1450256
4883,713 Bush Rd,active,3,2464,33.44998566,-112.1662734
4884,177 5th Pl,in_progress,2,2465,33.4496442,-112.0827523
4885,704 4th Way,active,3,2465,33.46402055,-112.168898
4886,15 Page Rd,in_progress,1,2465,33.38360673,-111.9406462
4887,470 Bush Pl,collected,1,2465,33.51165916,-112.3402663
4888,771 Euclid Dv,collected,1,2465,33.5569752,-112.0817951
4889,500 8th Wl,in_progress,3,2465,33.50060502,-112.3428753
4890,674 3rd St,in_progress,2,2466,33.57212418,-112.1474853
4891,570 8th Ave,collected,1,2466,33.36568591,-112.0428175
4892,486 Indiana St,in_progress,1,2466,33.43096472,-112.2602645
4893,326 2nd Trl,in_progress,2,2466,33.39116605,-111.9478663
4894,330 9th St,collected,1,2466,33.38740687,-112.2988221
4895,166 Indiana Rd,active,2,2467,33.46105955,-112.0819373
4896,216 Bush Wl,in_progress,1,2468,33.53503605,-112.3311375
4897,65 Geary Way,collected,3,2468,33.48832587,-112.0299262
4898,79 8th St,in_progress,1,2468,33.38875574,-112.3520355
4899,395 2nd Vis,active,3,2469,33.44615151,-112.0583317
4900,179 6th Vis,in_progress,3,2469,33.5285548,-112.2415446
4901,719 Texas Rd,collected,2,2469,33.4664613,-112.1513494
4902,60 Texas Blvd,collected,2,2470,33.43678446,-112.21437
4903,513 5th Way,active,2,2470,33.52095758,-112.0775689
4904,712 6th Vis,in_progress,3,2470,33.36651016,-112.1753868
4905,460 Walnut Cir,collected,3,2470,33.40043236,-111.9608756
4906,475 1st Pl,active,2,2471,33.54347723,-112.2084674
4907,489 Turk Wl,in_progress,1,2471,33.41230379,-112.203397
4908,29 Page St,collected,2,2474,33.53537907,-112.2567291
4909,165 Bush Vis,active,1,2474,33.55680607,-112.1057466
4910,38 6th Dv,active,3,2474,33.58016731,-112.2097209
4911,650 8th Trl,in_progress,2,2475,33.4846302,-112.0489312
4912,610 Indiana Dv,active,1,2476,33.56529614,-112.1159272
4913,237 Pine Way,active,3,2476,33.48984026,-111.9502945
4914,461 2nd Way,active,3,2476,33.43086738,-112.087068
4915,377 3rd Dv,in_progress,3,2476,33.51462695,-112.0456853
4916,715 6th St,active,1,2478,33.5922723,-112.242378
4917,240 8th Wl,collected,3,2478,33.36340922,-111.8976614
4918,338 Blake St,in_progress,3,2478,33.52065016,-112.2781684
4919,96 Indiana Wl,active,2,2478,33.55456595,-112.3428944
4920,799 5th Blvd,in_progress,2,2479,33.55098997,-112.0242906
4921,754 Geary Cir,active,1,2480,33.51412258,-112.215871
4922,606 2nd Blvd,active,1,2480,33.43934816,-112.2450085
4923,613 2nd Cir,collected,3,2480,33.46552595,-112.2441951
4924,208 Indiana Blvd,collected,3,2481,33.54276905,-112.1045246
4925,122 Indiana Pl,collected,3,2481,33.58437218,-112.2993734
4926,195 9th Pl,in_progress,3,2481,33.42771723,-112.0642842
4927,51 Euclid Way,active,1,2481,33.36753517,-112.1231723
4928,550 Wall Blvd,in_progress,3,2481,33.48129154,-111.9210137
4929,622 California Ave,active,1,2482,33.46259929,-112.1150721
4930,28 3rd Trl,collected,3,2483,33.53359529,-112.0256627
4931,110 Post Cir,collected,1,2483,33.55787139,-112.248524
4932,163 Turk Blvd,in_progress,1,2484,33.49988791,-112.3199201
4933,241 Turk Ave,collected,3,2484,33.39433974,-112.2670902
4934,187 5th Cir,in_progress,2,2484,33.5159958,-112.1160849
4935,240 7th Trl,in_progress,3,2484,33.58559968,-111.9967
4936,401 Pine Dv,active,1,2484,33.38016629,-112.3019913
4937,699 Euclid Wl,in_progress,2,2485,33.50889414,-111.9539361
4938,688 1st Way,in_progress,2,2485,33.37626229,-112.0330981
4939,701 Mission Way,active,3,2485,33.37680408,-112.0574896
4940,466 7th Vis,in_progress,2,2485,33.54893794,-112.3543497
4941,766 5th St,in_progress,1,2485,33.57005135,-112.1635688
4942,596 Euclid St,collected,2,2485,33.53310607,-112.2910608
4943,54 Post Ave,collected,2,2486,33.54810348,-112.1748158
4944,122 Turk St,collected,3,2486,33.50344648,-112.0353862
4945,240 2nd Vis,collected,1,2486,33.53498542,-112.0503018
4946,633 Post Rd,collected,3,2487,33.46162353,-112.3302545
4947,190 4th Pl,active,1,2487,33.56130612,-112.0276473
4948,663 Geary Trl,in_progress,2,2487,33.5406779,-112.2613786
4949,370 2nd Cir,collected,1,2487,33.40515095,-112.1615477
4950,115 8th St,in_progress,3,2488,33.55004726,-112.0005177
4951,580 Euclid Pl,collected,2,2488,33.39744427,-112.1270508
4952,110 1st Way,in_progress,2,2488,33.54174778,-112.3284566
4953,57 7th Ave,in_progress,1,2489,33.552351,-112.1429977
4954,739 Walnut Way,in_progress,2,2489,33.57216733,-111.995437
4955,708 Wall Cir,collected,2,2489,33.37385345,-112.2631521
4956,554 Euclid Way,active,3,2489,33.42831966,-112.3465987
4957,528 6th Ave,active,2,2489,33.48505963,-112.2512656
4958,96 Page Vis,active,2,2490,33.56153844,-112.1507636
4959,486 2nd Cir,collected,2,2490,33.57973405,-112.2492772
4960,238 8th Blvd,in_progress,3,2490,33.36613245,-112.2394298
4961,221 Sutter St,in_progress,1,2491,33.56088799,-112.327619
4962,686 Sutter Rd,active,3,2491,33.46636798,-112.25251
4963,546 6th Cir,active,1,2491,33.53578444,-112.1977329
4964,211 Wall Ave,collected,2,2491,33.43382604,-112.0599577
4965,474 Franklin Rd,active,2,2491,33.50673721,-111.9144768
4966,422 Turk Vis,active,2,2491,33.50228362,-112.3428915
4967,84 Mission Trl,in_progress,1,2491,33.44760669,-111.9527056
4968,600 9th Vis,collected,3,2491,33.47915249,-112.3238084
4969,109 Texas Ave,active,3,2491,33.56602785,-112.3571963
4970,391 Pine Cir,active,1,2491,33.56522423,-112.3335238
4971,337 Post Ave,collected,1,2492,33.37439745,-112.1608542
4972,120 Blake Cir,collected,1,2492,33.45411279,-112.0812506
4973,724 9th Ave,active,1,2492,33.52638153,-112.1200764
4974,21 6th Ave,collected,3,2492,33.37595932,-112.0137854
4975,139 9th St,in_progress,3,2492,33.39595026,-112.322657
4976,651 Walnut Vis,in_progress,2,2492,33.47620136,-111.88744
4977,484 9th St,in_progress,3,2493,33.40225001,-111.890854
4978,96 Page Vis,in_progress,3,2493,33.37953715,-112.0720413
4979,494 Euclid Way,active,1,2493,33.55571619,-111.9814064
4980,700 7th Ave,active,2,2493,33.56295324,-112.2627986
4981,677 Pine Pl,collected,1,2494,33.44911586,-112.0156862
4982,283 Franklin Pl,collected,2,2495,33.52016339,-111.9341755
4983,645 3rd Blvd,active,2,2496,33.38678339,-112.2493609
4984,486 Page Blvd,in_progress,1,2496,33.44405214,-112.0863102
4985,572 4th Pl,in_progress,3,2496,33.37536904,-112.3013531
4986,91 2nd Pl,collected,2,2497,33.52410572,-112.0189816
4987,420 Bush Trl,in_progress,1,2497,33.36821622,-112.0412092
4988,576 1st Ave,collected,3,2497,33.55367413,-112.2649843
4989,242 Texas Dv,collected,1,2498,33.44388161,-112.33632
4990,709 Indiana Dv,active,1,2498,33.42460903,-112.3092956
4991,748 Bush St,active,3,2498,33.57572207,-112.1007938
4992,375 1st Dv,in_progress,3,2498,33.52801876,-112.1143756
4993,674 6th Ave,active,3,2498,33.55532938,-112.2437707
4994,766 Turk Vis,active,3,2498,33.52461484,-112.1707213
4995,52 2nd St,in_progress,3,2499,33.4096381,-111.939672
4996,462 2nd Dv,in_progress,3,2499,33.39302401,-112.061597
4997,325 Bush Ave,collected,2,2499,33.40391887,-111.8805283
4998,65 Bush Cir,active,1,2499,33.47568168,-112.2243889
4999,512 1st Way,collected,3,2499,33.53488081,-112.2705537
5000,191 1st Vis,in_progress,3,2500,33.40918332,-112.1067879
5001,198 Walnut Dv,in_progress,1,2500,33.406284,-112.1928978
5002,429 Franklin Ave,in_progress,2,2500,33.40250123,-112.2827431
5003,362 Euclid Blvd,collected,1,2500,33.55056599,-112.3426727
5004,295 3rd Cir,collected,2,2500,33.53420578,-112.0665593
5005,339 5th Trl,collected,3,2500,33.42724996,-112.3528103
5006,621 Pine Vis,active,2,2501,33.40315377,-111.9398902
5007,632 8th Vis,active,2,2501,33.53228647,-111.8974187
5008,356 Franklin Trl,in_progress,2,2501,33.3938389,-111.892883
5009,228 7th Trl,collected,3,2502,33.55027112,-112.1171943
5010,737 Blake Pl,active,3,2504,33.38882629,-112.3547736
5011,668 Wall Way,in_progress,2,2504,33.48533453,-112.1222582
5012,88 6th Cir,collected,3,2504,33.45559203,-112.2032778
5013,761 5th Ave,active,2,2505,33.37724806,-112.211858
5014,339 Post Blvd,in_progress,3,2505,33.5692,-112.0351007
5015,204 4th Rd,in_progress,3,2505,33.54842237,-112.2085112
5016,477 Franklin Wl,collected,1,2505,33.55920034,-111.8758377
5017,205 Euclid Cir,active,3,2505,33.53394383,-112.1924362
5018,116 Walnut Way,active,2,2505,33.54829163,-112.0515815
5019,624 Turk Vis,in_progress,3,2506,33.53549839,-111.9684496
5020,131 3rd St,in_progress,1,2506,33.40676805,-111.9303463
5021,541 Indiana Pl,active,2,2506,33.38278957,-111.8784048
5022,525 Page Rd,in_progress,2,2506,33.43349836,-112.2102141
5023,652 Mission Trl,active,1,2506,33.50597534,-112.0044513
5024,36 Texas Trl,collected,3,2506,33.50092486,-112.1704322
5025,166 Bush Pl,collected,1,2507,33.38022205,-112.2678183
5026,441 Sutter Wl,collected,2,2507,33.40147917,-112.1802859
5027,615 Pine Blvd,collected,2,2507,33.5370737,-112.0217704
5028,438 Franklin Rd,in_progress,3,2507,33.47634467,-112.1803433
5029,605 Texas Pl,in_progress,3,2507,33.37072414,-112.3018913
5030,231 Sutter Trl,active,1,2507,33.46196315,-111.9424805
5031,358 Page Cir,in_progress,3,2508,33.55404658,-111.9925173
5032,54 Blake Vis,active,1,2508,33.49380229,-112.0665596
5033,12 2nd Rd,in_progress,2,2508,33.36735635,-112.1611323
5034,576 Walnut Rd,in_progress,3,2508,33.51431641,-112.194466
5035,360 Wall Vis,in_progress,2,2508,33.45528589,-111.9143123
5036,398 4th Vis,active,3,2508,33.41939445,-112.2321275
5037,618 California Trl,active,1,2508,33.47378223,-112.1035572
5038,451 Wall Blvd,active,2,2508,33.48294001,-112.0318223
5039,214 Bush Wl,in_progress,1,2508,33.49683155,-112.0110917
5040,708 Blake Trl,collected,3,2509,33.53844568,-112.1726678
5041,63 Franklin St,active,2,2510,33.41669743,-112.1274159
5042,627 Euclid Dv,active,2,2510,33.49803485,-112.3548776
5043,147 2nd Rd,in_progress,3,2511,33.49932007,-112.1426974
5044,382 5th Cir,in_progress,1,2511,33.3715907,-112.1070599
5045,509 Blake Cir,collected,2,2512,33.56055053,-112.0964841
5046,242 5th Dv,active,1,2512,33.40455107,-112.3060549
5047,447 1st Cir,collected,3,2512,33.42800593,-111.9500804
5048,69 5th Way,collected,3,2512,33.44801597,-112.3191619
5049,380 1st Trl,collected,3,2513,33.37728691,-112.2224531
5050,85 California Pl,active,1,2513,33.49130443,-112.2062731
5051,385 6th Way,collected,2,2513,33.55178976,-112.0440868
5052,704 Pine Vis,in_progress,1,2513,33.4056117,-111.9769851
5053,424 Geary Wl,in_progress,1,2513,33.43312271,-112.2818543
5054,781 Post Ave,collected,1,2513,33.40301066,-112.2182989
5055,211 Wall Blvd,in_progress,1,2514,33.54381563,-112.2069903
5056,793 1st Cir,collected,3,2514,33.58726795,-112.1615814
5057,641 Sutter Wl,collected,2,2515,33.49751693,-112.33902
5058,515 Bush Way,in_progress,1,2515,33.38594225,-111.9219918
5059,606 3rd Ave,active,3,2516,33.40376039,-111.9521461
5060,715 Bush Trl,collected,3,2516,33.47255522,-112.2985145
5061,299 Wall Blvd,in_progress,2,2516,33.40485738,-111.9075437
5062,601 Indiana Cir,collected,2,2516,33.56245921,-112.2571791
5063,12 Turk Rd,collected,2,2516,33.44342994,-111.9622776
5064,74 Texas Pl,active,1,2517,33.5714601,-112.0789581
5065,554 Walnut St,in_progress,1,2517,33.58672884,-112.0580556
5066,427 4th Trl,collected,1,2517,33.37930064,-111.9029049
5067,183 Walnut Dv,active,1,2517,33.43125002,-112.0387696
5068,72 Page St,active,2,2518,33.4324567,-111.9681684
5069,498 8th Trl,in_progress,1,2518,33.47897019,-111.9339615
5070,21 Wall Way,active,1,2519,33.463599,-112.2875938
5071,388 Pine Rd,active,1,2519,33.37090766,-112.3216874
5072,227 8th Wl,in_progress,2,2520,33.45041044,-111.903588
5073,470 Blake Pl,collected,1,2520,33.59328287,-112.1894325
5074,761 1st Ave,active,3,2520,33.57296616,-112.2966301
5075,534 6th Blvd,active,2,2520,33.57178418,-112.1455316
5076,114 Indiana Cir,collected,1,2520,33.39544606,-112.3460223
5077,70 8th Cir,in_progress,3,2521,33.47606074,-112.1170315
5078,760 Bush Cir,in_progress,2,2521,33.51873544,-112.2590427
5079,392 Wall Rd,active,2,2521,33.49367039,-111.8906994
5080,240 Franklin St,collected,1,2521,33.51694716,-112.1361895
5081,135 Post Pl,collected,1,2522,33.44353647,-111.993355
5082,158 Post Blvd,in_progress,3,2522,33.41682545,-112.0255267
5083,252 1st Ave,in_progress,1,2522,33.38108777,-112.1673266
5084,339 9th Blvd,in_progress,1,2523,33.43900183,-111.9870885
5085,591 6th Ave,collected,2,2523,33.44653922,-112.0789095
5086,487 6th Wl,collected,2,2523,33.39906526,-112.177836
5087,515 Bush Way,in_progress,3,2523,33.54136158,-112.1049694
5088,517 6th Trl,active,1,2523,33.37538281,-112.3451526
5089,771 Pine Cir,active,3,2523,33.54053308,-112.020825
5090,244 Euclid Way,active,2,2524,33.45046103,-112.2905539
5091,34 Walnut St,collected,3,2524,33.58957339,-112.1001597
5092,155 Turk Rd,in_progress,3,2524,33.42940761,-112.2640835
5093,306 Page St,collected,1,2524,33.4863686,-112.0955519
5094,194 2nd Trl,in_progress,3,2525,33.50535513,-112.0844787
5095,635 Blake Rd,in_progress,2,2525,33.43182808,-112.0980406
5096,401 Page Blvd,in_progress,3,2526,33.42818484,-112.1974947
5097,419 Wall Pl,active,2,2526,33.41859566,-112.2550098
5098,520 2nd St,in_progress,2,2526,33.37335579,-112.2777815
5099,532 6th Vis,in_progress,2,2527,33.5840047,-112.0004254
5100,671 Post Dv,collected,2,2527,33.37884079,-112.3034954
5101,325 4th Cir,collected,3,2527,33.58841258,-112.1374782
5102,679 Pine Ave,active,1,2527,33.38610462,-112.072308
5103,158 6th Cir,active,3,2527,33.54499916,-112.0989835
5104,231 4th Dv,active,2,2528,33.50507694,-112.0512147
5105,754 Texas Dv,collected,1,2528,33.52373386,-112.3063184
5106,739 6th Pl,collected,2,2528,33.44208156,-112.0648588
5107,24 1st Ave,in_progress,2,2528,33.41365183,-112.1574253
5108,175 California Ave,in_progress,3,2528,33.48164934,-112.2788861
5109,762 Mission Vis,in_progress,1,2529,33.55991118,-112.2973578
5110,127 3rd Rd,active,1,2529,33.52226018,-112.3195064
5111,775 Mission Dv,in_progress,2,2529,33.43833605,-112.0622808
5112,168 8th Cir,active,3,2530,33.51871866,-112.1205374
5113,494 Euclid St,active,3,2530,33.54776453,-111.992455
5114,556 Turk Trl,active,2,2530,33.46361413,-112.1809619
5115,401 Post Cir,active,2,2530,33.48093848,-112.2004114
5116,309 Turk Ave,active,2,2530,33.53579351,-112.2492373
5117,222 1st Ave,in_progress,1,2530,33.52308224,-111.8820798
5118,321 Turk Ave,active,2,2530,33.5527105,-112.2940008
5119,74 Blake Dv,collected,3,2530,33.39325021,-112.0981532
5120,225 Indiana St,collected,2,2531,33.52828409,-111.88429
5121,467 California Way,collected,3,2531,33.54801071,-112.1654279
5122,160 Bush Rd,in_progress,1,2531,33.38587536,-112.3364875
5123,17 Page Blvd,active,1,2531,33.53228407,-112.0230425
5124,70 8th Dv,active,2,2532,33.4882294,-112.1403726
5125,682 Indiana Dv,collected,3,2532,33.53278001,-112.2933034
5126,759 2nd Cir,active,3,2532,33.37631966,-111.9947426
5127,176 Sutter Trl,collected,3,2532,33.43141347,-112.1214699
5128,670 Walnut Cir,collected,2,2532,33.46407489,-111.9049798
5129,632 Texas Vis,collected,1,2533,33.41734003,-112.2705923
5130,41 Franklin Pl,collected,2,2533,33.3840005,-112.2785178
5131,600 2nd Dv,in_progress,3,2533,33.4449515,-112.0627929
5132,61 6th Way,in_progress,1,2533,33.43807168,-112.3007542
5133,78 Blake Vis,in_progress,1,2534,33.55062165,-112.2934533
5134,24 California Vis,active,3,2534,33.4936149,-112.1009938
5135,439 Indiana Blvd,in_progress,3,2535,33.50872781,-112.1547706
5136,154 Sutter Dv,active,1,2535,33.56780503,-112.3103583
5137,508 2nd Rd,collected,2,2536,33.44084785,-112.3281171
5138,29 Franklin Cir,in_progress,3,2536,33.50626776,-112.3161186
5139,164 Indiana Pl,active,1,2536,33.47068773,-112.2786334
5140,463 9th Blvd,in_progress,3,2537,33.4646111,-112.1276972
5141,81 California Blvd,collected,3,2537,33.40903327,-112.2867666
5142,529 4th Rd,in_progress,2,2537,33.5849118,-112.0557899
5143,561 9th Rd,in_progress,2,2537,33.46173939,-112.2068098
5144,417 Blake Wl,active,1,2537,33.39122509,-112.3156015
5145,640 Turk Dv,in_progress,2,2538,33.53371012,-112.1481475
5146,100 9th Way,in_progress,3,2539,33.49151824,-112.1943014
5147,425 4th Trl,active,2,2539,33.55454028,-111.9567195
5148,731 4th Pl,collected,2,2539,33.55216368,-112.0506964
5149,178 6th Pl,collected,1,2540,33.50092531,-112.0083033
5150,707 Franklin Rd,in_progress,3,2540,33.50150924,-112.1742343
5151,132 1st Cir,collected,3,2540,33.56929995,-111.9776655
5152,20 California Cir,active,1,2540,33.4774539,-112.2421615
5153,54 5th St,active,2,2540,33.44184975,-111.9049809
5154,364 Euclid Cir,collected,3,2541,33.58443278,-112.2293235
5155,154 Blake St,in_progress,2,2541,33.49059015,-112.2673036
5156,40 Sutter Wl,collected,2,2542,33.39908918,-112.0032797
5157,87 Blake St,in_progress,2,2543,33.57083706,-111.8987185
5158,559 7th Blvd,active,2,2543,33.50075793,-112.2489087
5159,735 Blake Trl,collected,2,2543,33.47253332,-112.013402
5160,578 8th Wl,collected,2,2543,33.56586496,-112.2448177
5161,331 Page Way,in_progress,2,2543,33.54253538,-112.1619215
5162,20 4th Dv,collected,3,2544,33.49860188,-112.1554402
5163,677 Indiana Cir,in_progress,3,2544,33.58047478,-112.2649086
5164,152 Franklin Dv,in_progress,3,2544,33.59194348,-111.8732728
5165,623 Wall Way,collected,1,2544,33.42716383,-111.9071156
5166,208 Walnut St,collected,1,2545,33.49194549,-112.1830623
5167,151 Blake Vis,in_progress,1,2545,33.42549615,-112.0089169
5168,366 Bush Dv,in_progress,1,2545,33.44538684,-111.9336361
5169,733 Walnut Rd,in_progress,1,2545,33.53573972,-112.1833865
5170,695 California St,active,2,2545,33.45010801,-112.3446845
5171,771 5th Ave,collected,3,2545,33.44272419,-111.9022344
5172,202 4th Trl,active,2,2546,33.58858166,-112.2591843
5173,444 Turk St,in_progress,3,2546,33.54187781,-112.0182616
5174,252 Mission St,active,3,2547,33.46214763,-112.2207206
5175,293 California Way,collected,2,2547,33.59385591,-112.2709817
5176,625 Turk Rd,collected,3,2547,33.38908996,-111.9853019
5177,122 4th Pl,in_progress,3,2548,33.47346354,-112.2041761
5178,285 7th Pl,collected,2,2548,33.50592287,-112.0467093
5179,429 8th Way,active,3,2548,33.36166425,-112.3493284
5180,27 4th Rd,collected,3,2548,33.58349976,-111.8958218
5181,267 Mission Ave,in_progress,2,2548,33.55568007,-112.0839192
5182,492 6th St,active,1,2548,33.4049152,-112.1270193
5183,488 Sutter Rd,active,3,2548,33.38608855,-112.3142816
5184,195 3rd Way,in_progress,3,2548,33.4187579,-111.9604386
5185,509 Turk Ave,active,3,2549,33.52680008,-112.3607679
5186,71 7th Cir,active,2,2549,33.55522046,-112.2550487
5187,460 Geary Trl,active,2,2550,33.43028818,-112.2252711
5188,232 5th Blvd,collected,3,2550,33.50111171,-112.3226077
5189,546 8th Cir,collected,1,2550,33.51043151,-111.8762488
5190,641 Indiana Dv,collected,2,2551,33.44348921,-112.3496346
5191,549 3rd Dv,active,2,2551,33.38225484,-112.3546748
5192,576 4th Vis,collected,2,2551,33.39753186,-112.3133242
5193,69 Wall Cir,active,3,2553,33.54996347,-111.8780299
5194,759 Franklin Wl,collected,3,2554,33.42512748,-112.0754852
5195,644 Geary Vis,collected,1,2554,33.56391865,-112.1374847
5196,310 1st Rd,collected,2,2554,33.56961016,-112.0645452
5197,423 Post Cir,collected,1,2555,33.39654812,-112.127543
5198,370 Turk Cir,in_progress,3,2555,33.50638934,-112.1852218
5199,112 Blake Blvd,active,1,2555,33.55771208,-111.9573093
5200,394 7th Blvd,collected,2,2556,33.51706234,-111.9705569
5201,523 Geary St,active,3,2556,33.40868049,-111.9422618
5202,765 6th Trl,collected,2,2556,33.4519816,-111.9664169
5203,762 2nd St,collected,1,2556,33.38168646,-112.2466822
5204,633 Blake Trl,collected,3,2557,33.38317419,-112.3098517
5205,161 4th Blvd,in_progress,2,2557,33.43746262,-112.1772811
5206,107 Walnut Trl,collected,3,2557,33.43597634,-112.2891955
5207,738 California Rd,active,3,2557,33.45551614,-112.0315945
5208,677 Bush Way,collected,3,2558,33.38400205,-112.3107622
5209,768 3rd Vis,in_progress,1,2558,33.52276743,-112.2391674
5210,796 7th Dv,active,3,2558,33.42872143,-112.1604235
5211,382 2nd Wl,active,3,2558,33.3945388,-112.3012941
5212,247 7th Dv,active,3,2558,33.46360516,-112.3348915
5213,160 Euclid Trl,in_progress,2,2558,33.49238631,-111.9991883
5214,797 8th Rd,active,1,2559,33.55505564,-111.9709106
5215,524 Mission Ave,collected,1,2560,33.5272193,-111.9468764
5216,784 Walnut Ave,collected,2,2560,33.41681343,-112.3424888
5217,755 Mission Cir,in_progress,1,2560,33.50795337,-112.2630367
5218,420 Indiana Dv,in_progress,2,2560,33.57941152,-112.2643771
5219,609 8th Vis,active,1,2560,33.58705076,-112.2847207
5220,479 Pine Wl,collected,3,2561,33.51920181,-112.0599335
5221,634 Mission Way,collected,1,2561,33.37047554,-112.1932142
5222,106 3rd Way,in_progress,1,2561,33.41559018,-112.1482522
5223,256 Turk Pl,collected,3,2562,33.41216622,-112.0357886
5224,589 Mission Trl,in_progress,2,2562,33.58769316,-112.3559098
5225,700 Geary St,collected,3,2562,33.54168353,-111.9391805
5226,798 5th Blvd,active,1,2562,33.4659051,-112.1249505
5227,697 2nd Pl,collected,2,2563,33.56716639,-112.2738774
5228,479 Post Wl,in_progress,3,2563,33.4794667,-112.2944181
5229,274 Post St,active,1,2563,33.3688125,-111.8956352
5230,722 2nd Cir,collected,3,2563,33.45863524,-112.3148983
5231,97 1st Dv,in_progress,2,2564,33.50142643,-112.241688
5232,596 Wall Dv,active,1,2564,33.5760628,-111.9648285
5233,481 Pine Vis,collected,2,2564,33.38023182,-111.96168
5234,33 California Cir,in_progress,1,2564,33.45943325,-112.1509203
5235,326 California Wl,active,3,2564,33.59133366,-112.0146754
5236,249 3rd Ave,active,2,2565,33.51902171,-112.2410258
5237,372 7th Cir,in_progress,1,2566,33.56983925,-112.1625053
5238,223 Texas Ave,active,3,2566,33.45265514,-112.2477017
5239,531 3rd Wl,active,1,2566,33.48178376,-112.1836962
5240,749 9th Vis,active,3,2566,33.38893267,-111.9137336
5241,746 Page Trl,collected,1,2567,33.51614944,-112.2833906
5242,411 Mission Vis,active,2,2567,33.43950478,-112.0413084
5243,606 Franklin Wl,in_progress,2,2567,33.4723644,-112.3021384
5244,578 6th Wl,active,1,2567,33.47254754,-111.8966118
5245,654 3rd Way,collected,3,2567,33.47290133,-112.0840345
5246,560 9th Pl,active,3,2567,33.48522176,-111.9475961
5247,59 8th Cir,in_progress,1,2568,33.36365616,-112.3338465
5248,540 Wall Pl,collected,1,2568,33.48646831,-112.095415
5249,389 California Ave,collected,3,2568,33.56917639,-112.2584465
5250,544 Turk Ave,active,2,2568,33.53053719,-112.1228523
5251,724 Franklin St,in_progress,1,2569,33.54462306,-112.2470148
5252,575 Geary Dv,in_progress,2,2569,33.50558713,-112.2444668
5253,200 Post Vis,collected,1,2569,33.38634433,-112.0721596
5254,294 8th Way,active,1,2570,33.3986156,-112.0429435
5255,276 Turk Cir,active,3,2570,33.39603776,-111.9255024
